name,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki
Josette Gage (née Lestrange),josette-gage,{},,Pure-blood,,,,,"{""Corvus Lestrange (father)"", ""Minette Lestrange (née Rosier) (mother)"", ""Manon Perrot (née Lestrange) (sister)"", ""Corvus Lestrange (brother)"", ""Reynard Gage (husband)"", ""Mathis Gage (son)"", ""Louis Gage (son)"", ""Odile Perrot (niece)"", ""Laurelle Perrot (niece)"", ""Huguette Perrot (niece)"", ""Sebastien Perrot (brother-in-law)"", ""Corvus Lestrange (nephew)"", ""Falco Lestrange (paternal uncle)"", ""Salomé Lestrange (née Volant) (maternal aunt by marriage)"", ""Eglantine Lestrange (paternal first cousin/sister-in-law)"", ""Leonie Tremblay (née Lestrange) (paternal first cousin)"", ""Clarisse Lestrange (née Tremblay) (first cousin once removed)"", ""Falco Tremblay (first cousin once removed)"", ""Corvus Lestrange (paternal grandfather) †"", ""Heloise Lestrange (née Beaufort) (paternal grandmother)"", ""Lestrange family"", ""Rosier family (maternal family)"", ""Beaufort family (paternal relatives)"", ""Gage family""}",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/5/5f/Josette_Lestrange.jpg,{},Married,French,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Josette_Gage
Josette Kelius,josette-kelius,{},,,,,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/7/76/Josette_Kelius2.jpg,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Josette_Kelius
Joshua Flexson,joshua-flexson,{},,,,,,,{},Male,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Joshua_Flexson
Joshua Sankara,joshua-sankara,{},,,,"Before 1989, Burkina Faso",,,{},Male,,,,,"{""Seeker for Burkina Faso"", ""Minister for Magic (formerly)""}",,Burkinabé,,{},,Human,"{""Seeker"", ""Minister for Magic (formerly)""}",{},,https://harrypotter.fandom.com/wiki/Joshua_Sankara
Joshua Sturton,joshua-sturton,{},,,,31 August 1982 or earlier,,,{},Male,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Joshua_Sturton
Josiah Jackson,josiah-jackson,{},,,,before 1693,,,{},Male,,,,,"{""President of the Magical Congress of the United States of America (1693-?)""}",,American,,{},,Human,"{""President""}",{},,https://harrypotter.fandom.com/wiki/Josiah_Jackson
Josiah Plunkett,josiah-plunkett,{},,,,,,,"{""Mirabella Plunkett (possibly)"", ""Samuel Plunkett (possibly)""}",Male,,,,,"{""Quidditch referee""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Josiah_Plunkett
Joyce Haddock,joyce-haddock,{},,Muggle,,,,,{},Female,,,,,"{""Swimming examiner at Smeltings""}",Married,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Joyce_Haddock
Judges of the 1379 duelling contest,judges-of-the-1379-duelling-contest,{},,,,,,,{},Males,,,,https://static.wikia.nocookie.net/harrypotter/images/7/78/Judges_of_the_1379_duelling_contest.png,{},,,,{},,Humans,"{""Warlocks""}",{},,https://harrypotter.fandom.com/wiki/Judges_of_the_1379_duelling_contest
Jugson,jugson,{},,Pure-blood or half-blood (most likely),,,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c1/Jugson.png,{},,,None,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Jugson
Jules Egwu,jules-egwu,{},,Pure-blood or half-blood,,Before 1986,,Brown,"{""Parents"", ""Andre Egwu (cousin)"", ""Cousin""}",Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/e/e7/Jules_Egwu_HM.jpg,{},,,,{},Brown,Human,{},{},,https://harrypotter.fandom.com/wiki/Jules_Egwu
Jules Egwu's parents,jules-egwu-s-parents,{},,,,,,,"{""Jules Egwu (daughter)"", ""Andre Egwu (nephew)"", ""Andre Egwu's sister (niece)""}","Female, Male",,,,,{},,,,{},,Humans,{},{},,https://harrypotter.fandom.com/wiki/Jules_Egwu's_parents
Julia Dehoff,julia-dehoff-muggle,{},,Muggle,,,,,"{""Dehoff family""}",Female,,,,,"{""Fashion designer""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Julia_Dehoff_(Muggle)
Julia Dehoff,julia-dehoff-witch,{},,,,,,,{},Female,,,,,"{""Current affairs correspondent for a German-language wizarding newspaper""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Julia_Dehoff_(witch)
Julie Parkes,julie-parkes,{},,,,31 August 1982 or earlier,Between 30 June and 24 December 1997,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Julie_Parkes
Julius Dehoff,julius-dehoff,{},,,,,,,"{""Dehoff family""}",Male,,,,https://static.wikia.nocookie.net/harrypotter/images/2/25/JuliusDehoff.jpg,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Julius_Dehoff
Julius Dehoffe,julius-dehoffe,{},,,,,,,{},Male,,,,,"{""Author""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Julius_Dehoffe
Junpei Suruga,junpei-suruga,{},,,,31 August 1982 or earlier,,,{},Male,,,Slytherin,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Junpei_Suruga
Justin Finch-Fletchley,justin-finch-fletchley,{},,Muggle-born,Lord Voldemort,between 1 September 1979 and 31 August 1980,,,"{""Mother"", ""Finch-Fletchley family""}",Male,,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/1/16/Justin_Finch-Fletchley_%28McGonagall%27s_Class%29_%281%29.png,{},,British or Irish,Non-corporeal,{},,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Justin_Finch-Fletchley
Mrs Finch-Fletchley,justin-finch-fletchley-s-mother,{},,Muggle,,Before 1962 (most likely),,,"{""Justin Finch-Fletchley (son)""}",Female,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Justin_Finch-Fletchley's_mother
Justin Steele,justin-steele,{},,,,31 August 1982 or earlier,,Brown,{},Male,Blonde,,Ravenclaw,https://static.wikia.nocookie.net/harrypotter/images/6/62/Justin_Steele.jpg,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Justin_Steele
Justine Britnell,justine-britnell,{},,,,"31 August 1982 or earlier,",,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Justine_Britnell
Justus Pilliwickle,justus-pilliwickle,{},,,,1862,1953 (aged 90 - 91),Blue,{},Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/c/c8/Justus_Pilliwickle.jpg,"{""Head of the Department of Magical Law Enforcement""}",,British,,{},Fair,Human,{},{},,https://harrypotter.fandom.com/wiki/Justus_Pilliwickle
K. Bundy,k-bundy,{},,,,c. 1970s- 1980s,,,{},,,,,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/K._Bundy
K. Machadus,k-machadus,{},,,,,,,{},,,,,,"{""Reporter for The New York Ghost""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/K._Machadus
K. Rammelle,k-rammelle,{},,,,,,,{},Male,,,,,"{""Confectioner""}",,French,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/K._Rammelle
Kajol Bhatt,kajol-bhatt,{},,,,"31 August 1982 or earlier,",,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kajol_Bhatt
Kaleena Page,kaleena-page,{},,,,,,Brown,"{""Husband"", ""Reggie Page (son)"", ""Esme Page (daughter)"", ""Daniel Page (son)"", ""Page family""}",Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/4/43/Mrs_Page_convict2.png,{},Married,,,"{""Husband""}",Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Kaleena_Page
Kaori Shimizu,kaori-shimizu,{},,,,31 August 1982 or earlier,,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kaori_Shimizu
Karkaroff's Aide,karkaroff-s-aide,{},,Pure-blood or half-blood,,Before October 1977,,Hazel,{},Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/9/93/Karkaroff%E2%80%99s_Aide.jpeg,"{""Aide to Igor Karkaroff""}",,,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Karkaroff's_Aide
Karkus,karkus,{},,,,,Between June and November 1995,,"{""Wife""}",Male,,c. 23 feet,,,"{""Gurg of the giant colony""}",,,,{},,Giant,"{""Gurg""}",{},,https://harrypotter.fandom.com/wiki/Karkus
Karkus's wife,karkus-s-wife,{},,,,,,,"{""Karkus (husband)""}",Female,,,,,{},Widowed,,,{},,Giant,{},{},,https://harrypotter.fandom.com/wiki/Karkus's_wife
Karl,karl,{},,,,Before 1932,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/1/1f/Karl1.png,"{""Waiter for the German Ministry of Magic""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Karl
Karl,karl-knarl,{},,,,In or before June 1984,,,"{""Knarl (twin brother)""}",Male,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/1/1e/Karl_the_Knarl.jpg,{},,,,{},,Knarl,{},{},,https://harrypotter.fandom.com/wiki/Karl_(Knarl)
Karl Broadmoor,karl-broadmoor,{},,,,c. 1941 or earlier,,,"{""Kevin Broadmoor (brother)"", ""Broadmoor family""}",Male,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/9/98/Karl_Broadmoor_QTA.png,"{""Beater for the Falmouth Falcons""}",,,,{},White,Human,"{""Beater""}",{},,https://harrypotter.fandom.com/wiki/Karl_Broadmoor
Karl H.,karl-h,{},,,,Before 1993,,,{},,,,,https://static.wikia.nocookie.net/harrypotter/images/4/40/Karl_h.png,{},,,,{},,,{},{},,https://harrypotter.fandom.com/wiki/Karl_H.
Karl Jenkins,karl-jenkins,{},,Pure-blood or half-blood (possibly),,Between 1 September 2005 and 31 August 2006,,,"{""Eugenia Jenkins (possibly)"", ""Joey Jenkins (possibly)"", ""Hector Jenkins (possibly)"", ""Matthew Jenkins (possibly)"", ""Jenkins family""}",Male,,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/f/f6/Karl_Jenkins_correct_colours.jpg,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Karl_Jenkins
Karl Limpley,karl-limpley,{},,,,31 August 1982 or earlier,,,{},Male,Brown,,Hufflepuff,https://static.wikia.nocookie.net/harrypotter/images/c/ca/KarlLimpley.png,{},,British or Irish,,{},White,Human,{},{},,https://harrypotter.fandom.com/wiki/Karl_Limpley
Karl Wang,karl-wang,{},,,,"After 1976,Norway (possibly)",,,{},,,,,,"{""Keeper for the Norwegian National Quidditch team""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Karl_Wang
Kate Olney,kate-olney,{},,,,31 August 1982 or earlier,,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kate_Olney
Katherine Mansfield,katherine-mansfield,{},,Muggle,,14 October 1888,9 January 1923,,{},Female,,,,,"{""Author""}",,New Zealand,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Katherine_Mansfield
Katie Bell,katie-bell,{},,Pure-blood or Half-blood,Lord Voldemort,Between 1 September 1978 and 31 August 1979,,,"{""Mr Bell (father)"", ""Mrs Bell (mother)""}",Female,,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/3/32/Katie_Bell_infobox.jpg,{},,British or Irish,Non-corporeal,{},,Human,"{""Chaser""}","{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Katie_Bell
Mr Bell,katie-bell-s-father,{},,,,,,,"{""Mrs Bell (wife)"", ""Katie Bell (daughter)""}",Male,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Katie_Bell's_father
Mrs Bell,katie-bell-s-mother,{},,,,,,,"{""Mr Bell (husband)"", ""Katie Bell (daughter)""}",Female,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Katie_Bell's_mother
Katie Killick,katie-killick,{},,,,,,,"{""James Killick (unknown)""}",Female,,,,,{},,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Katie_Killick
Katie Rayknolls,katie-rayknolls,{},,,,Between 1 September 1709 and 31 August 1712,,,{},Female,,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/6/6f/Katie.png,{},,British or Irish,,{},,Human,"{""Quidditch Captain""}",{},,https://harrypotter.fandom.com/wiki/Katie_Rayknolls
Katrina von Glockenspieler,katrina-von-glockenspieler,{},,,,"Before 1997, Germany (possibly)",,,{},Female,Blonde,,,https://static.wikia.nocookie.net/harrypotter/images/1/1b/Katrina_von_Glockenspieler_-_card_HBP-NDS.png,"{""Beater and Captain of the German National Quidditch team""}",,German,,{},White,Human,"{""Beater"", ""Captain""}",{},,https://harrypotter.fandom.com/wiki/Katrina_von_Glockenspieler
Katsuji Yamazaki,katsuji-yamazaki,{},,,,31 August 1982 or earlier,,,{},Male,,,Hufflepuff,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Katsuji_Yamazaki
Katura Melkor,katura-melkor,{},,,,,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/6/64/Katura_Melkor.jpg,{},,American,,{},,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Katura_Melkor
Kay Formby,kay-formby,{},,,,31 August 1982 or earlier,,,{},Female,,,Hufflepuff,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kay_Formby
Kay Hurwitz,kay-hurwitz,{},,Muggle,,c. 1920,,,"{""Emanuel Hurwitz (husband)""}",Female,,,,,"{""Violist""}",Widowed,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kay_Hurwitz
Kazuhiro Shiratori,kazuhiro-shiratori,"{""White-robed wizard""}",,,,Before 1983,,Brown,{},Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/0/0e/Wizard_in_white.png,"{""Assassin""}",,Japanese,,{},Pale,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Kazuhiro_Shiratori
Keaton Flitney,keaton-flitney,{},,,,,,Blue,{},Male,Blond,,,https://static.wikia.nocookie.net/harrypotter/images/c/c0/Flitneyplayer.png,"{""Chaser for the English National Quidditch team""}",,English,,{},White,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Keaton_Flitney
Keeper of the reptile house,keeper-of-the-reptile-house,{},,Muggle,,,,,{},Male,,,,,"{""Zookeeper""}",,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Keeper_of_the_reptile_house
Keiko Takahashi,keiko-takahashi,{},,,,,,,"{""Minaka Takahashi (sister)""}",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/3/3e/QCM_Keiko_Takahashi.jpg,"{""Beater for the Japanese National Quidditch team""}",,Japanese,,{},Pale,Human,"{""Beater""}",{},,https://harrypotter.fandom.com/wiki/Keiko_Takahashi
Kellah,kellah,{},,,"Rat, Rattlesnake, Bloody eyeball",Between 1 September 1979 and 31 August 1980,,Brown,{},Female,Black,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/1/17/Kellh2.JPG,{},,British or Irish,,{},Dark,Human,{},{},,https://harrypotter.fandom.com/wiki/Kellah
Kelly,kelly,{},,,,20th century,,,{},,Blond,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/4/49/Kelly_HM.png,{},,British or Irish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Kelly
Kelly Brown,kelly-brown,{},,Squib (suspected),,"8 June 1982, Edinburgh, Scotland",,,"{""Mr Brown (possible uncle)"", ""Mrs Brown (possible aunt)"", ""Lavender Brown (possible cousin)"", ""Brown family""}",Male,,,,,"{""Rugby union player""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kelly_Brown
Kelly Harborne,kelly-harborne,{},,,,31 August 1982 or earlier,,,{},Female,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kelly_Harborne
Kelly Whakkaarangapawarau,kelly-whakkaarangapawarau,{},,,,,,Brown,{},Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/d/dc/Kelly_Whakkaarangapawarau_-_card_HBP-NDS.png,"{""Beater for the Australian National Quidditch team""}",,Australian,,{},Dark,Human,"{""Beater""}",{},,https://harrypotter.fandom.com/wiki/Kelly_Whakkaarangapawarau
Kelpie at the Magical Creatures Reserve,kelpie-at-the-magical-creatures-reserve,{},,,,,,Green,{},,,,,https://static.wikia.nocookie.net/harrypotter/images/9/99/Kelpie_at_the_Magical_Creatures_Reserve.png,{},,,,{},Green,Kelpie,{},{},,https://harrypotter.fandom.com/wiki/Kelpie_at_the_Magical_Creatures_Reserve
Kelpie at the Magical Creatures Reserve's previous owner,kelpie-at-the-magical-creatures-reserve-s-previous-owner,{},,,,,,,{},Male,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kelpie_at_the_Magical_Creatures_Reserve's_previous_owner
Kelpie in the Great Lake,kelpie-in-the-great-lake,{},,,,Before 2011,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/6/66/Kelpie_in_the_Great_Lake_MA.jpg,{},,,,{},,Kelpie,{},{},,https://harrypotter.fandom.com/wiki/Kelpie_in_the_Great_Lake
Kelpie in the Hippogriff Clubhouse,kelpie-in-the-hippogriff-clubhouse,{},,,,,,Green,{},,,,,https://static.wikia.nocookie.net/harrypotter/images/2/2e/Kelpie_in_the_Hippogriff_Clubhouse.jpg,{},,,,{},Green,Kelpie,{},{},,https://harrypotter.fandom.com/wiki/Kelpie_in_the_Hippogriff_Clubhouse
Kendra Dumbledore,kendra-dumbledore,{},,Muggle-born,,Between Summer 1850 and Summer 1851,"Summer 1899 (aged 48), Godric's Hollow, West Country, England, Great Britain",Dark,"{""Honoria (sister or sister-in-law)"", ""Percival Dumbledore (husband) †"", ""Albus Dumbledore (son) †"", ""Aberforth Dumbledore (son)"", ""Ariana Dumbledore (daughter) †"", ""Aurelius Dumbledore (biological grandson)"", ""Dumbledore family (in-laws/descendants)""}",Female,Jet-black,,,https://static.wikia.nocookie.net/harrypotter/images/7/7c/Kendra_Dumbledore.png,{},Widowed,English,,"{""Percival Dumbledore (husband) †""}",,Human,{},{},,https://harrypotter.fandom.com/wiki/Kendra_Dumbledore
Kenneth Hastings,kenneth-hastings,{},,,,,,,{},Male,Blond,,,https://static.wikia.nocookie.net/harrypotter/images/b/bb/Kenneth_Hastings_-_card_HBP-NDS.png,"{""Chaser for the Australian National Quidditch team""}",,Australian,,{},White,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Kenneth_Hastings
Kenneth Towler,kenneth-towler,{},,,,Between 1 September 1977 and 31 August 1978 (probably),,,{},Male,,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/7/76/KennethTowler.png,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kenneth_Towler
Kennilworthy Whisp,kennilworthy-whisp,{},,,,1930s or earlier,,Blue,{},Male,Brown (graying),,,https://static.wikia.nocookie.net/harrypotter/images/b/b8/Kennilworthy_Whisp_HM.jpg,"{""Author"", ""Biographical author""}",,English,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Kennilworthy_Whisp
Kenny Markham,kenny-markham,{},,,,31 August 1985 or earlier,,,{},Male,,,Gryffindor,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kenny_Markham
Kensington Millbottom,kensington-millbottom,{},,Muggle,,1988 or earlier,,Green,{},Male,Blonde,,,https://static.wikia.nocookie.net/harrypotter/images/2/2b/Edward_Scot_WU.jpg,{},,British,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Kensington_Millbottom
Kevin,kevin,{},,,,c. 1992,,,"{""Mother"", ""Father""}",Male,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kevin
Kevin's father,kevin-s-father,{},,,,,,,"{""Wife"", ""Kevin (son)""}",Male,,,,,{},Married,,,{},,Human,{},"{""Unknown length, wood and core materials""}",,https://harrypotter.fandom.com/wiki/Kevin's_father
Kevin's mother,kevin-s-mother,{},,,,,,,"{""Husband"", ""Kevin (son)""}",Female,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kevin's_mother
Kevin Bletchley,kevin-bletchley,{},,,,31 August 1982 or earlier,,Green,"{""Bletchley (possibly)"", ""Madame Bletchley (possibly)"", ""Miles Bletchley (possibly)"", ""Bletchley family""}",Male,Brown,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/9/93/KevinBletchley.png,{},,British or Irish,,{},Light,Human,"{""Keeper""}",{},,https://harrypotter.fandom.com/wiki/Kevin_Bletchley
Kevin Broadmoor,kevin-broadmoor,{},,,,c. 1941 or earlier,,,"{""Karl Broadmoor (brother)"", ""Broadmoor family""}",Male,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/4/4b/Kevin-Broadmoor.png,"{""Beater for the Falmouth Falcons""}",,,,{},White,Human,"{""Beater""}",{},,https://harrypotter.fandom.com/wiki/Kevin_Broadmoor
Kevin Entwhistle,kevin-entwhistle,{},,Muggle-born,,Between 1 September 1979 and 31 August 1980,,,"{""Annabel Entwhistle (possible relative)"", ""Entwhistle family""}",Male,,,Ravenclaw or Hufflepuff,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kevin_Entwhistle
Kevin Farrell,kevin-farrell,"{""Kev""}",,Pure-blood,,Between 24 September and 23 October 1996,,Blue,"{""Milo Farrell (father)"", ""Zola Farrell (mother)"", ""Farrell family""}",Male,Blond,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/e/eb/Kevin_Farrell_Gryffindor.png,{},,British or Irish,Hedgehog,{},Pale,Human,{},"{""12', larch, dragon heartstring""}",,https://harrypotter.fandom.com/wiki/Kevin_Farrell
Kevin Hopwood,kevin-hopwood,{},,,,,,,{},Male,,,,,{},,,,{},,Human,"{""Gobstones World Champion""}",{},,https://harrypotter.fandom.com/wiki/Kevin_Hopwood
Kevin Sterndale,kevin-sterndale,{},,,,Between 1975 and 1978,,,{},Male,,,,,{},,British or Irish,,{},,Human,"{""Prefect""}",{},,https://harrypotter.fandom.com/wiki/Kevin_Sterndale
Kevin Whitby,kevin-whitby,{},,,,Between 1 September 1982 and 31 August 1983,,,{},Male,,,Hufflepuff,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kevin_Whitby
Kevinus Morrisons,kevinus-morrisons,{},,,,,,,{},Male,,,,,"{""Writer for the Daily Prophet""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Kevinus_Morrisons
Khanna family house-elf,khanna-family-house-elf,{},,,,,,,{},,,,,,{},,,,{},,House-elf,{},{},,https://harrypotter.fandom.com/wiki/Khanna_family_house-elf
